run_seed,variant_name,layer_index,probe_name,diagnostic_family,exactness_mean,curl_energy_mean,exactness_positional_mean,curl_energy_positional_mean
11,pretrained,0,exact_r1,probe,1.0,2.7128753020373414e-15,0.9979027778738074,0.01258333507737714
11,pretrained,0,exact_r2,probe,1.0,3.2173618659395124e-15,0.9981508172220654,0.011095118134916346
11,pretrained,0,exact_r4,probe,1.0,3.311655482668806e-15,0.9982494289676348,0.010503419367725857
11,pretrained,0,exact_r8,probe,1.0,3.2235045895886686e-15,0.9961697881420454,0.022981277873946562
11,pretrained,0,exact_r16,probe,1.0,2.9641627203929883e-15,0.9974985871877935,0.015008475819033466
11,pretrained,0,exact_r64,probe,1.0,3.1767371808009046e-15,0.9983518053260114,0.009889173631866774
11,pretrained,0,pairwise,probe,0.8097824814418951,1.1413051125903924,0.7919277892344527,1.2484332538313336
11,pretrained,0,pairwise_plus_triadic,probe,0.7394178989860747,1.5634925961494446,0.7148911038206683,1.7106533754203055
11,pretrained,0,raw_projection_r4,raw_projection,1.0,3.295894465627646e-15,0.9995037271744676,0.002977639621046061
11,pretrained,0,raw_skew_bilinear_r8,raw_skew_bilinear,0.3214907960759269,4.071055230167177,0.320777068949408,4.075337575541602
11,pretrained,1,exact_r1,probe,1.0,2.8413937368880647e-15,0.9998307989703284,0.0010152149249430902
11,pretrained,1,exact_r2,probe,1.0,3.2541540799221894e-15,0.9987840370999442,0.00729578059205475
11,pretrained,1,exact_r4,probe,1.0,3.0875330956303568e-15,0.9984352195428478,0.009388681979746454
11,pretrained,1,exact_r8,probe,1.0,3.086342686408306e-15,0.9985644982920753,0.008613003886744587
11,pretrained,1,exact_r16,probe,1.0,3.164935734709335e-15,0.9989728890359402,0.006162656102484713
11,pretrained,1,exact_r64,probe,1.0,3.127574679740389e-15,0.9992504893905587,0.004497047613969901
11,pretrained,1,pairwise,probe,0.7682762837244405,1.3903422839939594,0.7490360451241335,1.5057837354640167
11,pretrained,1,pairwise_plus_triadic,probe,0.6481760955519147,2.1109434651831784,0.6419368825025029,2.1483787306480937
11,pretrained,1,raw_projection_r4,raw_projection,1.0,3.3426531798280826e-15,0.9993433745370971,0.003939756971602846
11,pretrained,1,raw_skew_bilinear_r8,raw_skew_bilinear,0.3361736080712742,3.982958318458663,0.33631570926970905,3.9821057236856885
11,pretrained,2,exact_r1,probe,1.0,2.112860780391721e-15,0.9994127634498808,0.0035234076668631234
11,pretrained,2,exact_r2,probe,1.0,3.295359637113349e-15,0.9978345500098335,0.012992689563866911
11,pretrained,2,exact_r4,probe,1.0,2.996567646988842e-15,0.9991007327205605,0.005395612537136508
11,pretrained,2,exact_r8,probe,1.0,3.088698351209069e-15,0.9988674504889382,0.006795300959816409
11,pretrained,2,exact_r16,probe,1.0,3.0749580952291634e-15,0.9989971924159262,0.006016827479470521
11,pretrained,2,exact_r64,probe,1.0,3.1289779074609808e-15,0.9993375084466405,0.003974934014776308
11,pretrained,2,pairwise,probe,0.8014393531613879,1.1913638851708837,0.7962395105924871,1.2225629364450772
11,pretrained,2,pairwise_plus_triadic,probe,0.6516613939570056,2.0900316250820956,0.6436852999031544,2.1378881827824645
11,pretrained,2,raw_projection_r4,raw_projection,1.0,2.8810472168675093e-15,0.9993851888510916,0.0036888582673984477
11,pretrained,2,raw_skew_bilinear_r8,raw_skew_bilinear,0.43759991187188363,3.374400542842017,0.4379185421599282,3.3724887437290616
11,pretrained,3,exact_r1,probe,1.0,2.3991547150645114e-15,0.999535166968902,0.002789010801481911
11,pretrained,3,exact_r2,probe,1.0,3.077882457730132e-15,0.9981730985972617,0.01096139431400742
11,pretrained,3,exact_r4,probe,1.0,2.4114586709311314e-15,0.9978819270100858,0.01270843813351045
11,pretrained,3,exact_r8,probe,1.0,3.0010312793779366e-15,0.9987136373917261,0.00771816681824728
11,pretrained,3,exact_r16,probe,1.0,3.0976123553629492e-15,0.9990168056554265,0.00589915190034339
11,pretrained,3,exact_r64,probe,1.0,2.9923525915647156e-15,0.9992717930840121,0.004369237723747372
11,pretrained,3,pairwise,probe,0.8397328472799725,0.9616029403275914,0.8307108357548714,1.0157349738809798
11,pretrained,3,pairwise_plus_triadic,probe,0.8446924823025862,0.9318451037009557,0.8337639230820868,0.9974164453645548
11,pretrained,3,raw_projection_r4,raw_projection,1.0,3.106339452359068e-15,0.9992857103546461,0.004285744659783732
11,pretrained,3,raw_skew_bilinear_r8,raw_skew_bilinear,0.5331220212909911,2.8012678027153015,0.5335855955878893,2.798486441373825
11,pretrained,4,exact_r1,probe,1.0,2.798149051601393e-15,0.9965118989348412,0.02092861445594786
11,pretrained,4,exact_r2,probe,1.0,3.3596035274937287e-15,0.9988527745008469,0.006883360633057439
11,pretrained,4,exact_r4,probe,1.0,3.4351791429293045e-15,0.9990220537616147,0.005867677942862631
11,pretrained,4,exact_r8,probe,1.0,3.275312093669687e-15,0.9987188337577714,0.007687002126153352
11,pretrained,4,exact_r16,probe,1.0,3.136663344734971e-15,0.9986612175901731,0.008032679599839158
11,pretrained,4,exact_r64,probe,1.0,3.1224396836698176e-15,0.9991032265954547,0.005380642218773978
11,pretrained,4,pairwise,probe,0.8908490973214308,0.6549054046885835,0.8847027512060271,0.6917834892455075
11,pretrained,4,pairwise_plus_triadic,probe,0.6187859976457225,2.2872840108142958,0.6093006018135283,2.344196401950386
11,pretrained,4,raw_projection_r4,raw_projection,1.0,2.7936515334368237e-15,0.9992678893937005,0.004392670192626408
11,pretrained,4,raw_skew_bilinear_r8,raw_skew_bilinear,0.575500961807039,2.5469942837953568,0.5760192581348949,2.5438844246996775
11,pretrained,5,exact_r1,probe,1.0,2.04331120663447e-15,0.9993000647260083,0.004199613832396507
11,pretrained,5,exact_r2,probe,1.0,3.1738294299248155e-15,0.9990348522033956,0.005790879998433714
11,pretrained,5,exact_r4,probe,1.0,3.29833602192213e-15,0.9990992537803121,0.005404466087283153
11,pretrained,5,exact_r8,probe,1.0,3.0281868667051487e-15,0.9991262083252271,0.005242747049325974
11,pretrained,5,exact_r16,probe,1.0,3.0460592126290136e-15,0.9989853306776948,0.006088027772623011
11,pretrained,5,exact_r64,probe,1.0,3.2169576447403986e-15,0.9993041584061252,0.004175046929352296
11,pretrained,5,pairwise,probe,0.8356482225159804,0.9861106884976228,0.8307523888846239,1.0154856890439987
11,pretrained,5,pairwise_plus_triadic,probe,0.5930350559453169,2.4417896676394673,0.5801661912765768,2.5190028333001666
11,pretrained,5,raw_projection_r4,raw_projection,1.0,2.888154350300932e-15,0.9993765188588036,0.003740888625745558
11,pretrained,5,raw_skew_bilinear_r8,raw_skew_bilinear,0.5175429185231527,2.894742432567808,0.5177259598341253,2.8936442103650837
11,pretrained,6,exact_r1,probe,1.0,2.6295658876158543e-15,0.9999997694459226,1.4007202062929182e-06
11,pretrained,6,exact_r2,probe,1.0,2.9998357506431656e-15,0.9987086277041171,0.007748249016003683
11,pretrained,6,exact_r4,probe,1.0,3.1745085345462826e-15,0.9988108761608601,0.00713472873192384
11,pretrained,6,exact_r8,probe,1.0,3.037045111533026e-15,0.9992402088310983,0.004558741950960312
11,pretrained,6,exact_r16,probe,1.0,3.1017174387789982e-15,0.9990354734990332,0.005787148576928303
11,pretrained,6,exact_r64,probe,1.0,3.2792842157064383e-15,0.9994015474286344,0.0035907068878360507
11,pretrained,6,pairwise,probe,0.73014170386725,1.6191497941811879,0.7177655523022016,1.693406658867995
11,pretrained,6,pairwise_plus_triadic,probe,0.6908233476181825,1.8550599204997222,0.6825837753713131,1.9044973419772253
11,pretrained,6,raw_projection_r4,raw_projection,1.0,3.052559168839225e-15,0.9994609724316332,0.0032341607277178103
11,pretrained,6,raw_skew_bilinear_r8,raw_skew_bilinear,0.5771553226643138,2.537068066497644,0.5770281089676751,2.537831339571211
11,pretrained,7,exact_r1,probe,1.0,3.1101942150904403e-15,0.9983948179417186,0.009631089937304042
11,pretrained,7,exact_r2,probe,1.0,2.423913027304222e-15,0.9982343709303273,0.010593778825649578
11,pretrained,7,exact_r4,probe,1.0,2.878680922244421e-15,0.9987339253226916,0.00759643511102897
11,pretrained,7,exact_r8,probe,1.0,3.268380101760811e-15,0.9993334565725591,0.003999256614608587
11,pretrained,7,exact_r16,probe,1.0,3.1020373201833115e-15,0.9990668503774537,0.005598907679086551
11,pretrained,7,exact_r64,probe,1.0,3.0380373209275928e-15,0.9994202537669076,0.0034784891112293634
11,pretrained,7,pairwise,probe,0.798452340066433,1.2092859430445566,0.7880816658337911,1.271509989682171
11,pretrained,7,pairwise_plus_triadic,probe,0.5980270790557066,2.411837497519122,0.5919962231483724,2.448022659868002
11,pretrained,7,raw_projection_r4,raw_projection,1.0,2.9592667456969486e-15,0.9995553083717823,0.0026681394358294913
11,pretrained,7,raw_skew_bilinear_r8,raw_skew_bilinear,0.6147270045346684,2.311637987693151,0.614538446896606,2.312769298752149
11,pretrained,8,exact_r1,probe,1.0,2.824313846218701e-15,0.9983100336458948,0.01013980335361945
11,pretrained,8,exact_r2,probe,1.0,2.2146987529814277e-15,0.9991171480053,0.0052971099131456055
11,pretrained,8,exact_r4,probe,1.0,2.6031540031894334e-15,0.9994649249646399,0.003210446732636127
11,pretrained,8,exact_r8,probe,1.0,3.010359361323201e-15,0.9993195790383551,0.004082522227286568
11,pretrained,8,exact_r16,probe,1.0,2.936805470108794e-15,0.9994424622919824,0.00334523261375984
11,pretrained,8,exact_r64,probe,1.0,3.0542331805669628e-15,0.9994731897281276,0.003160864874694703
11,pretrained,8,pairwise,probe,0.8120821523997519,1.1275070773230658,0.8067687153816223,1.1593876766661804
11,pretrained,8,pairwise_plus_triadic,probe,0.5670563740034898,2.597661755979061,0.5721198121706644,2.5672811377379627
11,pretrained,8,raw_projection_r4,raw_projection,1.0,2.8973707380480834e-15,0.999544181757503,0.0027349095762474462
11,pretrained,8,raw_skew_bilinear_r8,raw_skew_bilinear,0.6942096203565598,1.8347422720657454,0.6940331608057022,1.8358010517226324
11,pretrained,9,exact_r1,probe,1.0,3.0628991366919223e-15,0.9984629932377074,0.009222032311501809
11,pretrained,9,exact_r2,probe,1.0,2.7825277761925316e-15,0.9991664033797052,0.005001574893766601
11,pretrained,9,exact_r4,probe,1.0,3.1658188540541744e-15,0.9991484847333696,0.005109095509396866
11,pretrained,9,exact_r8,probe,1.0,3.3184769507482267e-15,0.9994901584254371,0.003059038520506066
11,pretrained,9,exact_r16,probe,1.0,2.9672139198279988e-15,0.9996181233889527,0.002291257087361171
11,pretrained,9,exact_r64,probe,1.0,2.880093113661766e-15,0.9996048017508454,0.0023711825237518903
11,pretrained,9,pairwise,probe,0.6968206531471677,1.8190760571095679,0.6883517553408941,1.8698894828557968
11,pretrained,9,pairwise_plus_triadic,probe,0.8565637796289391,0.8606173317465518,0.8460211219886938,0.9238732763462596
11,pretrained,9,raw_projection_r4,raw_projection,1.0,3.021123348299611e-15,0.9995831623673439,0.002501038211954033
11,pretrained,9,raw_skew_bilinear_r8,raw_skew_bilinear,0.6576868200467693,2.053879089653492,0.6570147942337725,2.0579112304581537
11,pretrained,10,exact_r1,probe,1.0,2.979379349974738e-15,0.9992161935402287,0.004702837455422721
11,pretrained,10,exact_r2,probe,1.0,2.073112303871571e-15,0.9982815633217493,0.01031062852901717
11,pretrained,10,exact_r4,probe,1.0,2.7711857000834938e-15,0.9993417403764195,0.003949542618809371
11,pretrained,10,exact_r8,probe,1.0,3.155649855151287e-15,0.9991079635090299,0.0053522022030342165
11,pretrained,10,exact_r16,probe,1.0,2.8439407166220914e-15,0.9991314738161035,0.005211155994200251
11,pretrained,10,exact_r64,probe,1.0,2.8712563409720473e-15,0.999439827269978,0.003361041221069172
11,pretrained,10,pairwise,probe,0.9142864863905642,0.514281101938751,0.9039898821049266,0.576060719995035
11,pretrained,10,pairwise_plus_triadic,probe,0.8803059309720993,0.7181644209971031,0.8755646703971757,0.746611975133419
11,pretrained,10,raw_projection_r4,raw_projection,1.0,2.90931096298829e-15,0.9996111790339152,0.0023329133360271547
11,pretrained,10,raw_skew_bilinear_r8,raw_skew_bilinear,0.6420055205623308,2.1479668708311186,0.6407154343194432,2.1557074131237135
11,pretrained,11,exact_r1,probe,1.0,2.8476466057994268e-15,0.9986216661830744,0.008269991424943631
11,pretrained,11,exact_r2,probe,1.0,3.092960258189045e-15,0.9979379918012354,0.012372044189962454
11,pretrained,11,exact_r4,probe,1.0,2.4437453426377524e-15,0.9986735793451468,0.007958525495875316
11,pretrained,11,exact_r8,probe,1.0,2.9983186923926656e-15,0.9993898860282369,0.0036606718818398398
11,pretrained,11,exact_r16,probe,1.0,2.7537276380108946e-15,0.9990707226097584,0.005575673395974768
11,pretrained,11,exact_r64,probe,1.0,2.8329996567463134e-15,0.9995190256999599,0.0028858412430660487
11,pretrained,11,pairwise,probe,0.9583279651900133,0.2500322176816149,0.9504388616316848,0.29736682441499496
11,pretrained,11,pairwise_plus_triadic,probe,0.9486002599199613,0.30839844534380567,0.940149635490444,0.359102182297243
11,pretrained,11,raw_projection_r4,raw_projection,1.0,2.7586239737253175e-15,0.9996020024021467,0.0023879950587999904
11,pretrained,11,raw_skew_bilinear_r8,raw_skew_bilinear,0.7003347393539217,1.7979915647043123,0.6981924970944723,1.8108450315064855
11,pretrained,12,exact_r1,probe,1.0,2.733044664438746e-15,0.9998104671637217,0.0011371955174076397
11,pretrained,12,exact_r2,probe,1.0,2.2104306493487856e-15,0.9964385061628289,0.021368983237253916
11,pretrained,12,exact_r4,probe,1.0,2.643869245304235e-15,0.9988639069100221,0.006816541187516931
11,pretrained,12,exact_r8,probe,1.0,2.120367886532723e-15,0.9987170447905859,0.007697722919854439
11,pretrained,12,exact_r16,probe,1.0,2.5923186895317106e-15,0.9994728859100077,0.0031626946624277886
11,pretrained,12,exact_r64,probe,1.0,2.4941174630411835e-15,0.999411802738905,0.003529177306012975
11,pretrained,12,pairwise,probe,0.9240193491180738,0.4558838999105824,0.9154949709773064,0.5070301631672515
11,pretrained,12,pairwise_plus_triadic,probe,0.9381052052809132,0.3713687730746137,0.932104210058848,0.40737473861210877
11,pretrained,12,raw_projection_r4,raw_projection,1.0,2.6932277798062106e-15,0.9994756678740183,0.003145992217469029
11,pretrained,12,raw_skew_bilinear_r8,raw_skew_bilinear,0.7581277622116936,1.4512334072755442,0.7544459299080901,1.4733244193096955
11,pretrained,13,exact_r1,probe,1.0,7.420899270885894e-16,0.9934989102184772,0.03900654148310423
11,pretrained,13,exact_r2,probe,1.0,2.9086386588024564e-15,0.9956878183616532,0.025873098328399163
11,pretrained,13,exact_r4,probe,1.0,2.6034020466229063e-15,0.9983553269671069,0.009868050049084963
11,pretrained,13,exact_r8,probe,1.0,2.786550907341371e-15,0.9990895688533783,0.0054625759172874195
11,pretrained,13,exact_r16,probe,1.0,2.8086331437736178e-15,0.9993785094055865,0.0037289396503991964
11,pretrained,13,exact_r64,probe,1.0,2.788912962388093e-15,0.9995170959995853,0.002897432124074031
11,pretrained,13,pairwise,probe,0.9335827545987235,0.3985034652675192,0.9293405728207694,0.42395654620809686
11,pretrained,13,pairwise_plus_triadic,probe,0.869490465356244,0.7830571834411886,0.8584154455198182,0.8495073335038291
11,pretrained,13,raw_projection_r4,raw_projection,1.0,2.6833156339022286e-15,0.9993563083310922,0.0038621616582127493
11,pretrained,13,raw_skew_bilinear_r8,raw_skew_bilinear,0.7663578134444025,1.401853104846345,0.7631887412733502,1.4208675515320566
11,pretrained,14,exact_r1,probe,1.0,3.5840662022524307e-16,0.9974447302520275,0.01533159052228762
11,pretrained,14,exact_r2,probe,1.0,2.059905930547909e-15,0.9989087660279539,0.006547392606282503
11,pretrained,14,exact_r4,probe,1.0,3.159861705158631e-15,0.9991868382526768,0.0048789656801899485
11,pretrained,14,exact_r8,probe,1.0,2.722253898041458e-15,0.9992510875066122,0.004493471346601534
11,pretrained,14,exact_r16,probe,1.0,2.761605653960562e-15,0.9995786771178246,0.0025279355694591585
11,pretrained,14,exact_r64,probe,1.0,2.6880021657318983e-15,0.9995875627630286,0.002474621430640885
11,pretrained,14,pairwise,probe,0.8687607381078932,0.7874355686621534,0.8631073534488678,0.8213558733049366
11,pretrained,14,pairwise_plus_triadic,probe,0.8652192515631517,0.8086844916558928,0.8573479358520772,0.855912402479185
11,pretrained,14,raw_projection_r4,raw_projection,1.0,2.9518402696295184e-15,0.9994114922980467,0.0035310418429111857
11,pretrained,14,raw_skew_bilinear_r8,raw_skew_bilinear,0.7272141265372435,1.6367152308424313,0.7254045961631669,1.6475724288158946
11,pretrained,15,exact_r1,probe,1.0,1.8652950400922836e-15,0.9996483392185636,0.002109955264636988
11,pretrained,15,exact_r2,probe,1.0,2.9116254107232983e-15,0.998296727736791,0.010219636295611659
11,pretrained,15,exact_r4,probe,1.0,3.131354369098841e-15,0.9988986833228005,0.00660789685530795
11,pretrained,15,exact_r8,probe,1.0,2.8334018319601366e-15,0.9993158756858773,0.004104753388673998
11,pretrained,15,exact_r16,probe,1.0,3.0126538735803677e-15,0.9993675980303023,0.0037944207773155845
11,pretrained,15,exact_r64,probe,1.0,2.916642158878229e-15,0.9994865382711092,0.0030807854264922854
11,pretrained,15,pairwise,probe,0.831639880935351,1.0101607137670119,0.822745098421971,1.0635293962226973
11,pretrained,15,pairwise_plus_triadic,probe,0.759084583984481,1.4454925085107486,0.7557592015299532,1.4654448164833918
11,pretrained,15,raw_projection_r4,raw_projection,1.0,2.8813414532602234e-15,0.9996862030691571,0.0018827792211797917
11,pretrained,15,raw_skew_bilinear_r8,raw_skew_bilinear,0.5933342646393511,2.439994451072481,0.593267717709144,2.4403937467270427
11,pretrained,16,exact_r1,probe,1.0,2.0231897921363967e-15,0.9986972390777535,0.007816559853381477
11,pretrained,16,exact_r2,probe,1.0,2.478205109584644e-15,0.9968323053585159,0.019006167819801096
11,pretrained,16,exact_r4,probe,1.0,2.558359865185778e-15,0.9985022772517469,0.008986331351075528
11,pretrained,16,exact_r8,probe,1.0,2.853512543327003e-15,0.9992082512213124,0.00475050233621409
11,pretrained,16,exact_r16,probe,1.0,2.464058748961324e-15,0.9992733966145251,0.004359598884346067
11,pretrained,16,exact_r64,probe,1.0,2.7680136831996675e-15,0.9994827140536573,0.0031037129681660896
11,pretrained,16,pairwise,probe,0.8647911565171348,0.8112530561370982,0.8584212044046985,0.8494727495643828
11,pretrained,16,pairwise_plus_triadic,probe,0.7251302802728282,1.6492183142238193,0.7024644745720757,1.785213144703044
11,pretrained,16,raw_projection_r4,raw_projection,1.0,2.879553589702676e-15,0.9997106798821025,0.0017359200671004753
11,pretrained,16,raw_skew_bilinear_r8,raw_skew_bilinear,0.6671238425705168,1.9972569164302614,0.6664115140835444,2.001530913015207
11,pretrained,17,exact_r1,probe,1.0,4.0686579130141866e-16,0.9992711726162169,0.004372977031582397
11,pretrained,17,exact_r2,probe,1.0,3.207537893169108e-15,0.9981211043066449,0.011273363860608596
11,pretrained,17,exact_r4,probe,1.0,2.500996056581343e-15,0.9993205451303058,0.0040767298422805555
11,pretrained,17,exact_r8,probe,1.0,2.5656991126679816e-15,0.9993912598325146,0.003652445889504937
11,pretrained,17,exact_r16,probe,1.0,2.981943178682781e-15,0.9995651547279623,0.0026090605307318685
11,pretrained,17,exact_r64,probe,1.0,2.905517539904173e-15,0.9995906444059478,0.002456139199138205
11,pretrained,17,pairwise,probe,0.9074240182009008,0.5554558906911148,0.902943626874023,0.5823382314087616
11,pretrained,17,pairwise_plus_triadic,probe,0.8138955856362978,1.1166264857682917,0.8027705372207694,1.1833767979923222
11,pretrained,17,raw_projection_r4,raw_projection,1.0,2.7252806075077086e-15,0.9997210966216193,0.0016734336620882256
11,pretrained,17,raw_skew_bilinear_r8,raw_skew_bilinear,0.6435179544819726,2.1388922838701143,0.6416909814708762,2.149854124420219
11,pretrained,18,exact_r1,probe,1.0,2.223570376598375e-15,0.9993530627753999,0.0038816313851081454
11,pretrained,18,exact_r2,probe,1.0,2.573710462650429e-15,0.9991354180706872,0.005187487536911956
11,pretrained,18,exact_r4,probe,1.0,3.055268911426096e-15,0.9995551088617908,0.0026693419398119054
11,pretrained,18,exact_r8,probe,1.0,2.9997341403281736e-15,0.9996541506714292,0.0020751008802714446
11,pretrained,18,exact_r16,probe,1.0,3.085118110582963e-15,0.9995488391982185,0.0027069562776078884
11,pretrained,18,exact_r64,probe,1.0,3.0486157727631504e-15,0.9995733015239239,0.002560197010300019
11,pretrained,18,pairwise,probe,0.8936496567394998,0.6381020749815636,0.8793465884195434,0.7239204807620909
11,pretrained,18,pairwise_plus_triadic,probe,0.896640047017071,0.6201597156210078,0.8816213491890166,0.7102718912065029
11,pretrained,18,raw_projection_r4,raw_projection,1.0,3.044037591667558e-15,0.999747183587816,0.0015168965801422019
11,pretrained,18,raw_skew_bilinear_r8,raw_skew_bilinear,0.7044040792518191,1.773575524903006,0.7023314866754744,1.786011080361075
11,pretrained,19,exact_r1,probe,1.0,1.6157087076143002e-15,0.9994459992481602,0.003324018663180242
11,pretrained,19,exact_r2,probe,1.0,2.7779634706007863e-15,0.999373995181587,0.0037560294949798845
11,pretrained,19,exact_r4,probe,1.0,3.0772470707069458e-15,0.9998053221238984,0.0011680688827861256
11,pretrained,19,exact_r8,probe,1.0,3.1315589580234224e-15,0.9997297864821222,0.0016212915135030118
11,pretrained,19,exact_r16,probe,1.0,2.9248622062908348e-15,0.9997231976853477,0.001660795195978911
11,pretrained,19,exact_r64,probe,1.0,3.033495056749469e-15,0.9997450514800019,0.001529702438145048
11,pretrained,19,pairwise,probe,0.9150269325408671,0.5098384107566543,0.9127560411062505,0.5234637543972995
11,pretrained,19,pairwise_plus_triadic,probe,0.910913015405337,0.5345218822153078,0.8857872382634215,0.6852765700055493
11,pretrained,19,raw_projection_r4,raw_projection,1.0,2.7653045286922577e-15,0.9997282607687844,0.0016304299772147918
11,pretrained,19,raw_skew_bilinear_r8,raw_skew_bilinear,0.7483282772203287,1.5100303379197915,0.7456620944043001,1.5260274294349883
11,pretrained,20,exact_r1,probe,1.0,2.4221579123441135e-15,0.9998832096656164,0.0007007239942645861
11,pretrained,20,exact_r2,probe,1.0,2.9091885169587114e-15,0.9997510276734829,0.001493833872195359
11,pretrained,20,exact_r4,probe,1.0,3.297563914259489e-15,0.9996577708257569,0.0020533823812406305
11,pretrained,20,exact_r8,probe,1.0,3.016493021738203e-15,0.9997158981859684,0.001704612685797555
11,pretrained,20,exact_r16,probe,1.0,3.0523062511980383e-15,0.9997304578622183,0.0016172621471923776
11,pretrained,20,exact_r64,probe,1.0,3.1279468433710457e-15,0.9997659449776014,0.001404343996707919
11,pretrained,20,pairwise,probe,0.9495124634769228,0.3029252141714096,0.9405873119831085,0.35647613068835604
11,pretrained,20,pairwise_plus_triadic,probe,0.9051169653733572,0.5692982114851475,0.8943058645559682,0.6341647979699903
11,pretrained,20,raw_projection_r4,raw_projection,1.0,3.1063102852353974e-15,0.9997758799129062,0.0013447233521017348
11,pretrained,20,raw_skew_bilinear_r8,raw_skew_bilinear,0.7669087159964774,1.398547701123688,0.7647834594051043,1.4112992311517398
11,pretrained,21,exact_r1,probe,1.0,1.95869771203795e-15,0.9990825864175955,0.005504480766022526
11,pretrained,21,exact_r2,probe,1.0,2.9193632970728543e-15,0.999178039530913,0.004931754505378194
11,pretrained,21,exact_r4,probe,1.0,3.238278873538553e-15,0.9996541221108701,0.002075272152271484
11,pretrained,21,exact_r8,probe,1.0,3.2339079217740114e-15,0.9994030975633197,0.0035814094856808274
11,pretrained,21,exact_r16,probe,1.0,3.0760577388416885e-15,0.999651820709308,0.00208908751260929
11,pretrained,21,exact_r64,probe,1.0,3.0400477374519242e-15,0.9997288377748595,0.001626963130547665
11,pretrained,21,pairwise,probe,0.9344787883261839,0.3931272691115737,0.9305887019468678,0.41646779142320156
11,pretrained,21,pairwise_plus_triadic,probe,0.9545668280786939,0.272599031113916,0.9478309349053435,0.31301438849833274
11,pretrained,21,raw_projection_r4,raw_projection,1.0,2.651437776866526e-15,0.9997349360750781,0.00159038431471951
11,pretrained,21,raw_skew_bilinear_r8,raw_skew_bilinear,0.7560013135274252,1.4639921080734994,0.7539708949625492,1.4761746459537082
11,pretrained,22,exact_r1,probe,1.0,2.7593051619458157e-15,0.9993084900909,0.004149062710995268
11,pretrained,22,exact_r2,probe,1.0,3.070280762934631e-15,0.9994095270004537,0.0035428494957159273
11,pretrained,22,exact_r4,probe,1.0,2.975094641209723e-15,0.9996370611091455,0.002177624656016835
11,pretrained,22,exact_r8,probe,1.0,2.8825622580840403e-15,0.9995799619290564,0.002520207293855492
11,pretrained,22,exact_r16,probe,1.0,2.9618326121644306e-15,0.9995996302200688,0.0024022209173482326
11,pretrained,22,exact_r64,probe,1.0,2.7726937108162717e-15,0.99966896035605,0.001986262801640098
11,pretrained,22,pairwise,probe,0.9483492759366831,0.30990434859672356,0.9457317851483822,0.32560929930251503
11,pretrained,22,pairwise_plus_triadic,probe,0.9559083717564741,0.26454978218923014,0.9526798489193121,0.2839209070015285
11,pretrained,22,raw_projection_r4,raw_projection,1.0,2.3118844789389048e-15,0.9997356062134107,0.0015863520744056182
11,pretrained,22,raw_skew_bilinear_r8,raw_skew_bilinear,0.805468775331974,1.167187348835998,0.8043250462247266,1.174049727825655
11,pretrained,23,exact_r1,probe,1.0,2.83846887420132e-15,0.9993807189166546,0.0037156948027485567
11,pretrained,23,exact_r2,probe,1.0,2.2836646973987498e-15,0.9992014397349622,0.0047913791851088815
11,pretrained,23,exact_r4,probe,1.0,1.8898347606642313e-15,0.9996069135765234,0.0023585263075397555
11,pretrained,23,exact_r8,probe,1.0,1.9934797746421477e-15,0.9994466346171167,0.003320198371107431
11,pretrained,23,exact_r16,probe,1.0,2.3372771422729703e-15,0.9996105444928011,0.002336732523367068
11,pretrained,23,exact_r64,probe,1.0,2.376113401807782e-15,0.9996259705060058,0.002244187342714415
11,pretrained,23,pairwise,probe,0.9857921538253626,0.08524709021569127,0.9846246168017387,0.09225230146613386
11,pretrained,23,pairwise_plus_triadic,probe,0.9819665033784177,0.10820097768575782,0.9802849259641435,0.11829044669866562
11,pretrained,23,raw_projection_r4,raw_projection,1.0,2.280597667358199e-15,0.9997400537961059,0.0015596690035535074
11,pretrained,23,raw_skew_bilinear_r8,raw_skew_bilinear,0.8718094813326994,0.7691431206961473,0.871038599146737,0.7737684056369795
11,pretrained,24,exact_r1,probe,1.0,2.5997236349839085e-15,0.9995903327233262,0.0024580122064637383
11,pretrained,24,exact_r2,probe,1.0,2.2621717789466994e-15,0.9996462882392936,0.0021222641302706003
11,pretrained,24,exact_r4,probe,1.0,2.7842759886032826e-15,0.9994132328364584,0.003520600719235113
11,pretrained,24,exact_r8,probe,1.0,3.045341440438814e-15,0.999717308829228,0.0016961382372958017
11,pretrained,24,exact_r16,probe,1.0,2.9020971885112073e-15,0.9996950096554227,0.001829955475841416
11,pretrained,24,exact_r64,probe,1.0,2.8677890042497453e-15,0.9996844724648528,0.0018931608065031469
11,pretrained,24,pairwise,probe,0.9356281339294381,0.3862312087375257,0.9340847382942835,0.3954915715278023
11,pretrained,24,pairwise_plus_triadic,probe,0.9272084720432758,0.43674916142804754,0.9247467559244897,0.4515194616590937
11,pretrained,24,raw_projection_r4,raw_projection,1.0,1.8005884841125644e-15,0.9998795096245077,0.000722932665464921
11,pretrained,24,raw_skew_bilinear_r8,raw_skew_bilinear,0.8069161487122377,1.1585031060708895,0.8058563218348556,1.1648620727161567
13,pretrained,0,exact_r1,probe,1.0,2.729832258129322e-15,0.9989754545191923,0.006147260802713895
13,pretrained,0,exact_r2,probe,1.0,3.255981949265859e-15,0.9991178645028008,0.005292831585393287
13,pretrained,0,exact_r4,probe,1.0,3.2657197025194756e-15,0.9987659818596311,0.007404111736428199
